iter	RMSE
1665	8.684876588
1666	8.684788883
1667	8.684709112
1668	8.68463586
1669	8.684566655
1670	8.684498398
1671	8.684428395
1672	8.684377938
1673	8.684302645
1674	8.684211129
1675	8.684148222
1676	8.684092984
1677	8.684011931
1678	8.683908233
1679	8.683821749
1680	8.683761864
1681	8.683693656
1682	8.683647572
1683	8.683574213
1684	8.683513664
1685	8.683434092
1686	8.68337002
1687	8.683280518
1688	8.683227139
1689	8.683167088
1690	8.683092025
1691	8.683024122
1692	8.682948996
1693	8.682896066
1694	8.682817649
1695	8.682770359
1696	8.682672086
1697	8.682622522
1698	8.682535883
1699	8.682452886
1700	8.682386861
1701	8.682319718
1702	8.682254531
1703	8.682204656
1704	8.682122127
1705	8.682055432
1706	8.682010169
1707	8.681949787
1708	8.681870956
1709	8.681803136
1710	8.681735653
1711	8.681667157
1712	8.681614572
1713	8.681530222
1714	8.681463875
1715	8.681396372
1716	8.681315313
1717	8.68124581
1718	8.681188105
1719	8.681112727
1720	8.681003474
1721	8.68092528
1722	8.680844203
1723	8.680791934
1724	8.68072085
1725	8.680680246
1726	8.680640836
1727	8.680585071
1728	8.680529395
1729	8.680467204
1730	8.680419352
1731	8.680357588
1732	8.680293647
1733	8.680217917
1734	8.68016591
1735	8.680108882
1736	8.680038213
1737	8.679967446
1738	8.679897948
1739	8.679839885
1740	8.67977812
1741	8.679681684
1742	8.679602379
1743	8.679537273
1744	8.67944935
1745	8.679394417
1746	8.679321599
1747	8.679262747
1748	8.6791941
1749	8.679126199
1750	8.6790546
1751	8.678957333
1752	8.678887596
1753	8.678813188
1754	8.678729515
1755	8.678679268
1756	8.678598909
1757	8.678549983
1758	8.678489019
1759	8.678425351
1760	8.678374117
1761	8.678330147
1762	8.678274376
1763	8.678212853
1764	8.678133452
1765	8.678064515
1766	8.67800779
1767	8.677939775
1768	8.67786952
1769	8.6777988
1770	8.677722634
1771	8.677654198
1772	8.677605845
1773	8.677542657
1774	8.677450493
1775	8.677355235
1776	8.677277947
1777	8.677180752
1778	8.677124066
1779	8.677047225
1780	8.67698248
1781	8.676915309
1782	8.676856765
1783	8.676804112
1784	8.676730056
1785	8.676671445
1786	8.676599302
1787	8.676537641
1788	8.676481273
1789	8.67638375
1790	8.676328796
1791	8.676261219
1792	8.676177037
1793	8.676091288
1794	8.676022441
1795	8.6759727
1796	8.675909775
1797	8.675834226
1798	8.675763774
1799	8.675663886
1800	8.675606224
1801	8.67554398
1802	8.675497298
1803	8.675428937
1804	8.67537028
1805	8.675276129
1806	8.675216615
1807	8.675131949
1808	8.675091238
1809	8.67503399
1810	8.67497764
1811	8.674933863
1812	8.674869624
1813	8.674791949
1814	8.674714093
1815	8.674663846
1816	8.674608512
1817	8.674530016
1818	8.674475356
1819	8.67442201
1820	8.674355366
1821	8.674292124
1822	8.674226185
1823	8.674149993
1824	8.674070305
1825	8.67400546
1826	8.673951371
1827	8.673859592
1828	8.673784118
1829	8.673720226
1830	8.673638515
1831	8.673533551
1832	8.673480508
1833	8.673430139
1834	8.673375383
1835	8.673318064
1836	8.673241925
1837	8.673199572
1838	8.673129994
1839	8.673086965
1840	8.673013143
1841	8.672951602
1842	8.672893888
1843	8.672821069
1844	8.672745154
1845	8.6726831
1846	8.672622868
1847	8.672552344
1848	8.672493696
1849	8.672434718
1850	8.672375256
1851	8.67231248
1852	8.672249454
1853	8.672212178
1854	8.672148692
1855	8.672070831
1856	8.671999018
1857	8.671930282
1858	8.671858302
1859	8.671792221
1860	8.671710801
1861	8.671642725
1862	8.671573047
1863	8.671517214
1864	8.671449872
1865	8.671384884
1866	8.671322229
1867	8.671241083
1868	8.671168159
1869	8.671100133
1870	8.671018194
1871	8.67095548
1872	8.670884219
1873	8.670825888
1874	8.670755793
1875	8.670705576
1876	8.670662933
1877	8.670600715
1878	8.670539316
1879	8.670479425
1880	8.670420792
1881	8.670371379
1882	8.670300714
1883	8.670236744
1884	8.670164547
1885	8.670069616
1886	8.670022516
1887	8.66995598
1888	8.669880136
1889	8.669812188
1890	8.669738241
1891	8.669649022
1892	8.669594776
1893	8.669512969
1894	8.669444746
1895	8.669390164
1896	8.669327803
1897	8.669259033
1898	8.669190707
1899	8.669124678
1900	8.669073645
1901	8.669020333
1902	8.668963231
1903	8.66890383
1904	8.668851481
1905	8.66877125
1906	8.668707791
1907	8.66864652
1908	8.668583672
1909	8.668523595
1910	8.668460804
1911	8.668380069
1912	8.668309018
1913	8.668247524
1914	8.66819691
1915	8.668128726
1916	8.668057106
1917	8.667982407
1918	8.667889274
1919	8.667823916
1920	8.667757985
1921	8.667695711
1922	8.667626668
1923	8.667547477
1924	8.667492373
1925	8.667431095
1926	8.667374371
1927	8.667299226
1928	8.667224353
1929	8.667160489
1930	8.667095681
1931	8.667037118
1932	8.666958633
1933	8.666880092
1934	8.666793457
1935	8.666746338
1936	8.666698503
1937	8.666623897
1938	8.666558548
1939	8.666469245
1940	8.666373869
1941	8.666323144
1942	8.666254071
1943	8.666172552
1944	8.666110462
1945	8.666038119
1946	8.665977726
1947	8.665919969
1948	8.665866893
1949	8.665808756
1950	8.665730156
1951	8.665654246
1952	8.665579713
1953	8.66551841
1954	8.665436897
1955	8.665366084
1956	8.665321932
1957	8.665251404
1958	8.665187767
1959	8.665125125
1960	8.6650726
1961	8.665007138
1962	8.664947949
1963	8.664882023
1964	8.664819312
1965	8.664725886
1966	8.664647773
1967	8.664586882
1968	8.664536355
1969	8.664487497
1970	8.664387537
1971	8.664318815
1972	8.664270877
1973	8.664218762
1974	8.664124568
1975	8.664036835
1976	8.663982928
1977	8.663938501
1978	8.66384998
1979	8.663789526
1980	8.663737642
1981	8.663676776
1982	8.663629777
1983	8.663535078
1984	8.66347114
1985	8.663380047
1986	8.663306845
1987	8.663201729
1988	8.663134014
1989	8.663069998
1990	8.663015877
1991	8.662957638
1992	8.662877919
1993	8.662822021
1994	8.662754137
1995	8.662676601
1996	8.662615665
1997	8.662553825
1998	8.662464388
1999	8.662392764
2000	8.66233082
2001	8.662271918
2002	8.662216513
2003	8.662129825
2004	8.66206733
2005	8.662003206
2006	8.661930034
2007	8.661863639
2008	8.661790889
2009	8.661718819
2010	8.661660437
2011	8.661589601
2012	8.661527208
2013	8.661468523
2014	8.661409258
2015	8.661354647
2016	8.661292258
2017	8.661240208
2018	8.661157132
2019	8.66109952
2020	8.661046645
2021	8.660989578
2022	8.660944123
2023	8.660873064
2024	8.660820406
2025	8.660748741
2026	8.660672499
2027	8.660622964
2028	8.660547715
2029	8.660460022
2030	8.660411809
2031	8.660344272
2032	8.660278577
2033	8.660234452
2034	8.660162461
2035	8.660101377
2036	8.66003233
2037	8.65995987
2038	8.659893908
2039	8.659828974
2040	8.659766211
2041	8.659725595
2042	8.659677918
2043	8.659604491
2044	8.659546474
2045	8.659509113
2046	8.659456873
2047	8.659388487
2048	8.659330315
2049	8.65926538
2050	8.659186199
2051	8.659131918
2052	8.659072936
2053	8.65902348
2054	8.65896952
2055	8.658902516
2056	8.65883561
2057	8.658771332
2058	8.658685557
2059	8.658629694
2060	8.658572066
2061	8.658508535
2062	8.65844755
2063	8.658355989
2064	8.658304117
2065	8.65825734
2066	8.658198032
2067	8.658165476
2068	8.658101822
2069	8.658022753
2070	8.657959843
2071	8.657907023
2072	8.657858889
2073	8.657810227
2074	8.657745053
2075	8.657678006
2076	8.657621356
2077	8.657559699
2078	8.657504601
2079	8.657456368
2080	8.657400163
2081	8.657304308
2082	8.657236447
2083	8.657174054
2084	8.657116232
2085	8.657041569
2086	8.65699722
2087	8.656960729
2088	8.656896523
2089	8.656846854
2090	8.656795689
2091	8.656738338
2092	8.656678576
2093	8.65660944
2094	8.656538322
2095	8.656482149
2096	8.656426152
2097	8.65637253
2098	8.656272107
2099	8.656215634
2100	8.656146733
2101	8.656079736
2102	8.65602432
2103	8.655975769
2104	8.655921718
2105	8.655868594
2106	8.65582048
2107	8.655752985
2108	8.655679663
2109	8.655610473
2110	8.655542726
2111	8.655478526
2112	8.655405904
2113	8.655356256
2114	8.655303327
2115	8.655238948
2116	8.655177981
2117	8.655116694
2118	8.655053437
2119	8.654985342
2120	8.65490667
2121	8.654834892
2122	8.654784001
2123	8.654715574
2124	8.654648592
2125	8.654594228
2126	8.654528314
2127	8.654452668
2128	8.654409378
2129	8.654355846
2130	8.654302052
2131	8.654249744
2132	8.654198199
2133	8.65411676
2134	8.654034189
2135	8.653980277
2136	8.653890779
2137	8.65384379
2138	8.653777932
2139	8.653725731
2140	8.653653849
2141	8.653567713
2142	8.65351135
2143	8.653459576
2144	8.653373829
2145	8.653290646
2146	8.653233966
2147	8.653172011
2148	8.653097632
2149	8.65303817
2150	8.652988599
2151	8.652921885
2152	8.652856599
2153	8.652792405
2154	8.652738323
2155	8.652684849
2156	8.652629358
2157	8.652539279
2158	8.652483886
2159	8.652413424
2160	8.652352645
2161	8.652292725
2162	8.652232184
2163	8.652161107
2164	8.652113802
2165	8.652049805
2166	8.651996303
2167	8.651932022
2168	8.65187437
2169	8.651815109
2170	8.65176677
2171	8.651707316
2172	8.651635454
2173	8.651574636
2174	8.651533336
2175	8.651488549
2176	8.651419756
2177	8.651336904
2178	8.65127113
2179	8.651208424
2180	8.651156749
2181	8.651100622
2182	8.65103666
2183	8.650988611
2184	8.650908959
2185	8.650834661
2186	8.650757263
2187	8.650700396
2188	8.650636308
2189	8.650559998
2190	8.650498221
2191	8.650440557
2192	8.650380306
2193	8.650329307
2194	8.650256336
2195	8.650178257
2196	8.650114023
2197	8.65004737
2198	8.650000952
2199	8.649949749
2200	8.64989314
2201	8.649856059
2202	8.649798469
2203	8.649736292
2204	8.6496607
2205	8.649593709
2206	8.649516759
2207	8.649450774
2208	8.649385059
2209	8.649312369
2210	8.649247137
2211	8.649177906
2212	8.649131203
2213	8.649050694
2214	8.648996187
2215	8.648930382
2216	8.648864456
2217	8.648800503
2218	8.648723523
2219	8.648656233
2220	8.648576384
2221	8.648474834
2222	8.64843187
2223	8.648379295
2224	8.648287248
2225	8.648242677
2226	8.648190262
2227	8.64811497
2228	8.648050929
2229	8.647975774
2230	8.647932369
2231	8.647886524
2232	8.647822545
2233	8.647747156
2234	8.647675279
2235	8.647619381
2236	8.647574749
2237	8.647523993
2238	8.647469211
2239	8.647415585
2240	8.647349526
2241	8.647285907
2242	8.647219038
2243	8.647149544
2244	8.647107689
2245	8.647049739
2246	8.64700953
2247	8.646954356
2248	8.64689888
2249	8.646838453
2250	8.646768702
2251	8.646691645
2252	8.646634078
2253	8.646573134
2254	8.646518462
2255	8.646468612
2256	8.646391302
2257	8.646321812
2258	8.646255022
2259	8.646195756
2260	8.646126289
2261	8.646060962
2262	8.646002511
2263	8.645943668
2264	8.645892934
2265	8.645809666
2266	8.645762192
2267	8.64571266
2268	8.645647147
2269	8.645574098
2270	8.645506442
2271	8.645450908
2272	8.645395226
2273	8.645342159
2274	8.645264592
2275	8.645168753
2276	8.645116455
2277	8.645056985
2278	8.645019322
2279	8.644980075
2280	8.644931547
2281	8.644868275
2282	8.644801654
2283	8.644680671
2284	8.644632786
2285	8.644568566
2286	8.644498351
2287	8.644395867
2288	8.644330613
2289	8.644287005
2290	8.644206826
2291	8.644140921
2292	8.644070934
2293	8.644004595
2294	8.643963346
2295	8.64392175
2296	8.643856064
2297	8.64380201
2298	8.643725267
2299	8.643669486
2300	8.643615732
2301	8.643543937
2302	8.643492576
2303	8.643410805
2304	8.643353321
2305	8.643289392
2306	8.643242151
2307	8.643177758
2308	8.643140032
2309	8.643081329
2310	8.643017021
2311	8.642961566
2312	8.642843685
2313	8.642791252
2314	8.642715781
2315	8.642666178
2316	8.642617083
2317	8.64256365
2318	8.642504829
2319	8.642444977
2320	8.64239193
2321	8.642338947
2322	8.642287008
2323	8.642221705
2324	8.642141527
2325	8.642071129
2326	8.641999482
2327	8.641950989
2328	8.641894108
2329	8.641844747
2330	8.641791378
2331	8.641741671
2332	8.64168352
2333	8.641642739
2334	8.641582712
2335	8.641526431
2336	8.641475872
2337	8.641413736
2338	8.641355578
2339	8.64129806
2340	8.64123592
2341	8.641170261
2342	8.64110795
2343	8.641047121
2344	8.640996073
2345	8.640914195
2346	8.640859742
2347	8.64077668
2348	8.640696629
2349	8.640637604
2350	8.640569493
2351	8.640526638
2352	8.640467047
2353	8.640412547
2354	8.640335065
2355	8.640273855
2356	8.640217826
2357	8.64015677
2358	8.640083693
2359	8.640045671
2360	8.639962572
2361	8.63989548
2362	8.639826506
2363	8.639764305
2364	8.639703578
2365	8.639643789
2366	8.639591578
2367	8.639516967
2368	8.639440751
2369	8.639352899
2370	8.639289511
2371	8.63922053
2372	8.639165673
2373	8.639102175
2374	8.639041472
2375	8.638983569
2376	8.638934569
2377	8.638874483
2378	8.638810259
2379	8.63875375
2380	8.638708929
2381	8.638640283
2382	8.638567629
2383	8.638493749
2384	8.63844186
2385	8.638395431
2386	8.63835372
2387	8.638253745
2388	8.638203026
2389	8.638140702
2390	8.638100736
2391	8.638047473
2392	8.637984024
2393	8.637930191
2394	8.637878595
2395	8.63781416
2396	8.637742214
2397	8.637665673
2398	8.637610933
2399	8.637532234
2400	8.637472774
2401	8.637409762
2402	8.637347701
2403	8.637299936
2404	8.637251008
2405	8.637202384
2406	8.637141299
2407	8.637083156
2408	8.637036065
2409	8.636961952
2410	8.636907688
2411	8.636857288
2412	8.636796078
2413	8.636728927
2414	8.636674637
2415	8.636627165
2416	8.636570366
2417	8.636522728
2418	8.636451829
2419	8.636403066
2420	8.636328429
2421	8.636269054
2422	8.636211682
2423	8.636138111
2424	8.636078315
2425	8.636036865
2426	8.635982195
2427	8.635916937
2428	8.635876679
2429	8.635831321
2430	8.635766173
2431	8.635703977
2432	8.635654465
2433	8.635601511
2434	8.635551723
2435	8.635490231
2436	8.635431662
2437	8.635397827
2438	8.635323446
2439	8.63526531
2440	8.635212177
2441	8.635158915
2442	8.635085084
2443	8.635020492
2444	8.634957192
2445	8.634909952
2446	8.63485002
2447	8.634803888
2448	8.634736943
2449	8.634656098
2450	8.634597749
2451	8.6345273
2452	8.63446316
2453	8.634414589
2454	8.634353606
2455	8.634291301
2456	8.634232219
2457	8.634188601
2458	8.634119237
2459	8.634018944
2460	8.633978311
2461	8.633916939
2462	8.6338314
2463	8.633786977
2464	8.633748859
2465	8.633700386
2466	8.633630759
2467	8.63356802
2468	8.633506783
2469	8.633458136
2470	8.633390175
2471	8.633335686
2472	8.633272091
2473	8.63322962
2474	8.633166278
2475	8.633089797
2476	8.633044337
2477	8.632976014
2478	8.63291494
2479	8.632841432
2480	8.632786616
2481	8.632716756
2482	8.632677072
2483	8.632604042
2484	8.632549719
2485	8.632486714
2486	8.632438536
2487	8.632375162
2488	8.632330513
2489	8.632269015
2490	8.632200008
2491	8.632122355
2492	8.632073134
2493	8.63200922
2494	8.631950408
2495	8.631888428
2496	8.631834116
2497	8.631754815
2498	8.6316946
2499	8.631651703
2500	8.6315942
2501	8.631522079
2502	8.631449872
2503	8.631381188
2504	8.631321132
2505	8.631277695
2506	8.63122668
2507	8.631138377
2508	8.631049487
2509	8.630991148
2510	8.630913434
2511	8.630847566
2512	8.630775702
2513	8.630726561
2514	8.630653765
2515	8.630593476
2516	8.630529852
2517	8.630450254
2518	8.6304061
2519	8.630348418
2520	8.63028897
2521	8.630228788
2522	8.63018206
2523	8.630132599
2524	8.630079377
2525	8.630015429
2526	8.629965127
2527	8.629915589
2528	8.629831082
2529	8.629773133
2530	8.629721931
2531	8.629659269
2532	8.629589298
2533	8.629534007
2534	8.629463992
2535	8.629422604
2536	8.629346591
2537	8.629300938
2538	8.629250704
2539	8.62917864
2540	8.629115006
2541	8.629042178
2542	8.628980181
2543	8.628918699
2544	8.628864872
2545	8.628801739
2546	8.628744856
2547	8.628676904
2548	8.628621651
2549	8.628562451
2550	8.628509466
2551	8.628440128
2552	8.628387333
2553	8.628339861
2554	8.628281473
2555	8.628236816
2556	8.628184828
2557	8.628138581
2558	8.628077706
2559	8.628033344
2560	8.62794512
2561	8.627896252
2562	8.627843522
2563	8.627795939
2564	8.627740565
2565	8.627694434
2566	8.627617929
2567	8.627563968
2568	8.627506485
2569	8.627453235
2570	8.627401934
2571	8.62735729
2572	8.627307411
2573	8.627242239
2574	8.627216446
2575	8.627159805
2576	8.627081154
2577	8.627033113
2578	8.62697776
2579	8.626920764
2580	8.626868297
2581	8.626822231
2582	8.626786398
2583	8.626714658
2584	8.626623171
2585	8.626557777
2586	8.626488906
2587	8.626434374
2588	8.626380245
2589	8.626318699
2590	8.626264576
2591	8.626194553
2592	8.626148368
2593	8.626086611
2594	8.626027461
2595	8.625963704
2596	8.625910305
2597	8.625836872
2598	8.625755861
2599	8.625705595
2600	8.625645234
2601	8.625577382
2602	8.625522353
2603	8.625467619
2604	8.62540013
2605	8.625356998
2606	8.625297485
2607	8.625247911
2608	8.625178883
2609	8.625108302
2610	8.625056458
2611	8.625003045
2612	8.624905408
2613	8.624859513
2614	8.62481908
2615	8.624736297
2616	8.624686743
2617	8.624623685
2618	8.624580559
2619	8.624523479
2620	8.624438605
2621	8.624383741
2622	8.624298997
2623	8.624229361
2624	8.624177274
2625	8.624149598
2626	8.624093566
2627	8.624034964
2628	8.623972482
2629	8.623880112
2630	8.623818174
2631	8.623780048
2632	8.623735684
2633	8.62367795
2634	8.623599132
2635	8.623544024
2636	8.62348539
2637	8.623413973
2638	8.623363914
2639	8.623295914
2640	8.623249018
2641	8.623180704
2642	8.623139102
2643	8.623063839
2644	8.623015862
2645	8.622961957
2646	8.622913143
2647	8.622851707
2648	8.622775477
2649	8.622703212
2650	8.622651588
2651	8.622602501
2652	8.622552763
2653	8.622498579
2654	8.62242447
2655	8.62236409
2656	8.622287089
2657	8.622239412
2658	8.622167333
2659	8.622117223
2660	8.622078453
2661	8.622002017
2662	8.621951354
2663	8.621869463
2664	8.621750568
2665	8.621698481
2666	8.621639592
2667	8.621574638
2668	8.621502414
2669	8.621422195
2670	8.621350283
2671	8.621309868
2672	8.621256819
2673	8.621193656
2674	8.621124168
2675	8.621046383
2676	8.62097508
2677	8.620920216
2678	8.620849665
2679	8.620791944
2680	8.620725087
2681	8.620662727
2682	8.620611091
2683	8.620540754
2684	8.620488151
2685	8.620417048
2686	8.620362568
2687	8.620285013
2688	8.620223944
2689	8.620184956
2690	8.620109413
2691	8.620062472
2692	8.620009401
2693	8.619955727
2694	8.619896811
2695	8.61982356
2696	8.619780661
2697	8.619726084
2698	8.619663669
2699	8.61962418
2700	8.619549961
2701	8.619479119
2702	8.619420275
2703	8.619364758
2704	8.619322439
2705	8.619270895
2706	8.619213882
2707	8.619170066
2708	8.619116405
2709	8.61906636
2710	8.619024368
2711	8.618960983
2712	8.618912344
2713	8.618865748
2714	8.618816169
2715	8.618768856
2716	8.618704601
2717	8.61864557
2718	8.618586902
2719	8.618521051
2720	8.618499649
2721	8.618455588
2722	8.61840459
2723	8.618362358
2724	8.618314786
2725	8.618228279
2726	8.618154539
2727	8.61810646
2728	8.618042958
2729	8.617984929
2730	8.617921901
2731	8.617865193
2732	8.617811389
2733	8.617763067
2734	8.617724803
2735	8.617672464
2736	8.617612737
2737	8.617565031
2738	8.617521383
2739	8.617457893
2740	8.617408167
2741	8.617328824
2742	8.617284205
2743	8.617232692
2744	8.617162726
2745	8.617118394
2746	8.617077605
2747	8.617013986
2748	8.616988095
2749	8.61690858
2750	8.616827802
2751	8.616771992
2752	8.616713412
2753	8.61665226
2754	8.616608386
2755	8.616565251
2756	8.61652212
2757	8.616469076
2758	8.616415298
2759	8.616354856
2760	8.616308091
2761	8.616217504
2762	8.616166778
2763	8.616105831
2764	8.616059655
2765	8.616016608
2766	8.615958939
2767	8.615902263
2768	8.61585201
2769	8.615795081
2770	8.615757753
2771	8.615694146
2772	8.615641394
2773	8.615589334
2774	8.615540473
2775	8.615471896
2776	8.615398209
2777	8.615336966
2778	8.615293372
2779	8.615232652
2780	8.615171479
2781	8.615125133
2782	8.615084701
2783	8.615037448
2784	8.614985563
2785	8.614934162
2786	8.614866655
2787	8.614798484
2788	8.614731945
2789	8.614672808
2790	8.614606527
2791	8.614564274
2792	8.614528314
2793	8.614460871
2794	8.614417963
2795	8.614349262
2796	8.614305708
2797	8.614249552
2798	8.614182274
2799	8.614148305
2800	8.614087659
2801	8.614045661
2802	8.613991345
2803	8.613966108
2804	8.613915128
2805	8.613874935
2806	8.613816786
2807	8.613756233
2808	8.613695989
2809	8.6136218
2810	8.613574926
2811	8.613529131
2812	8.613482817
2813	8.613412566
2814	8.613364502
2815	8.613295632
2816	8.613231312
2817	8.613173801
2818	8.61312009
2819	8.613066004
2820	8.613032686
2821	8.612965651
2822	8.612898175
2823	8.612855858
2824	8.612781756
2825	8.612715066
2826	8.612633731
2827	8.612560126
2828	8.612518932
2829	8.612467822
2830	8.612404003
2831	8.612361802
2832	8.61230376
2833	8.612232437
2834	8.61217373
2835	8.612104151
2836	8.612044987
2837	8.611995515
2838	8.611944048
2839	8.61187756
2840	8.611833704
2841	8.611781536
2842	8.611744709
2843	8.611671933
2844	8.611613288
2845	8.611549249
2846	8.611484453
2847	8.611421194
2848	8.611367425
2849	8.611325993
2850	8.611238855
2851	8.611199199
2852	8.611141075
2853	8.611087492
2854	8.611028282
2855	8.611007603
2856	8.610951959
2857	8.610911349
2858	8.610864758
2859	8.610813825
2860	8.610768031
2861	8.610715039
2862	8.610659904
2863	8.610613443
2864	8.610567811
2865	8.610512612
2866	8.610456463
2867	8.610418597
2868	8.610364505
2869	8.610280337
2870	8.610204813
2871	8.610138454
2872	8.610063196
2873	8.610009522
2874	8.609957266
2875	8.609925489
2876	8.609896241
2877	8.609837999
2878	8.609800903
2879	8.609748927
2880	8.609701167
2881	8.609645737
2882	8.609605822
2883	8.609536049
2884	8.609492383
2885	8.609441993
2886	8.609391082
2887	8.609298955
2888	8.609249795
2889	8.609213074
2890	8.609153834
2891	8.609113231
2892	8.609041825
2893	8.608986322
2894	8.608940363
2895	8.608893997
2896	8.608834448
2897	8.608790493
2898	8.608728105
2899	8.60866043
2900	8.608621333
2901	8.608568394
2902	8.608524936
2903	8.608462019
2904	8.608406768
2905	8.608333501
2906	8.608276669
2907	8.608220147
2908	8.608145967
2909	8.608086113
2910	8.608054113
2911	8.608003714
2912	8.607917731
2913	8.607867889
2914	8.607802131
2915	8.607696291
2916	8.607648621
2917	8.607598082
2918	8.607527721
2919	8.607467892
2920	8.607405225
2921	8.607347027
2922	8.60729332
2923	8.607233782
2924	8.607172762
2925	8.607121201
2926	8.607043826
2927	8.606984539
2928	8.606941673
2929	8.606883926
2930	8.60683273
2931	8.606783186
2932	8.606716236
2933	8.606638172
2934	8.606565565
2935	8.606507474
2936	8.606450232
2937	8.606411469
2938	8.606358747
2939	8.606295288
2940	8.606215284
2941	8.606170072
2942	8.606124926
2943	8.606078054
2944	8.606013309
2945	8.605971968
2946	8.60589355
2947	8.605829597
2948	8.60577933
2949	8.605730712
2950	8.605672102
2951	8.605611582
2952	8.605546731
2953	8.605508682
2954	8.605460245
2955	8.605415061
2956	8.605369427
2957	8.605334573
2958	8.60527183
2959	8.605210597
2960	8.605133063
2961	8.605082767
2962	8.605020817
2963	8.604953347
2964	8.604897423
2965	8.604831479
2966	8.604785337
2967	8.604720285
2968	8.604652989
2969	8.604589332
2970	8.604503125
2971	8.604420118
2972	8.604375302
2973	8.604298799
2974	8.604252508
2975	8.604200127
2976	8.604149548
2977	8.60409298
2978	8.604010204
2979	8.603951731
2980	8.603896485
2981	8.60384764
2982	8.603784156
2983	8.603731265
2984	8.603675197
2985	8.603615227
2986	8.603562345
2987	8.60351537
2988	8.603462092
2989	8.60340278
2990	8.603349514
2991	8.603286729
2992	8.6032459
2993	8.60317893
2994	8.603121316
2995	8.603042765
2996	8.602988831
2997	8.602958058
2998	8.60289152
2999	8.602853464
3000	8.602777861
3001	8.602721494
3002	8.602633935
3003	8.602564589
3004	8.602500047
3005	8.602441057
3006	8.602371622
3007	8.602337707
3008	8.602269847
3009	8.602190491
3010	8.602158816
3011	8.602081642
3012	8.60201692
3013	8.601982055
3014	8.601928977
3015	8.601866159
3016	8.601807436
3017	8.6017534
3018	8.601707464
3019	8.60164763
3020	8.601592775
3021	8.601534509
3022	8.601492007
3023	8.601445815
3024	8.601390608
3025	8.601340736
3026	8.601295025
3027	8.601244327
3028	8.601203209
3029	8.601151395
3030	8.601107405
3031	8.601054719
3032	8.600994993
3033	8.600927313
3034	8.600854658
3035	8.600816402
3036	8.600751684
3037	8.600698858
3038	8.600652375
3039	8.600594662
3040	8.600537639
3041	8.600469506
3042	8.600401735
3043	8.600345309
3044	8.60031079
3045	8.60025472
3046	8.60020499
3047	8.600155057
3048	8.600091241
3049	8.600034753
3050	8.599992167
3051	8.599914278
3052	8.599865987
3053	8.599796174
3054	8.59976278
3055	8.599719001
3056	8.599668364
3057	8.599613804
3058	8.599546503
3059	8.599509849
3060	8.599464442
3061	8.599421059
3062	8.599354346
3063	8.599293181
3064	8.599242518
3065	8.599188977
3066	8.599131395
3067	8.59908088
3068	8.599003322
3069	8.598957949
3070	8.598890141
3071	8.598805029
3072	8.598755932
3073	8.598704221
3074	8.598640665
3075	8.598579203
3076	8.598510771
3077	8.598458749
3078	8.59842648
3079	8.598374671
3080	8.598313892
3081	8.598270538
3082	8.598211717
3083	8.59815788
3084	8.598089694
3085	8.598021857
3086	8.597986589
3087	8.597921334
3088	8.597871866
3089	8.597828422
3090	8.59777009
3091	8.59770642
3092	8.597658152
3093	8.597571751
3094	8.597510955
3095	8.597467168
3096	8.59739346
3097	8.597338156
3098	8.597284395
3099	8.59724339
3100	8.597199789
3101	8.597155384
3102	8.597122613
3103	8.597063732
3104	8.597021109
3105	8.59697534
3106	8.596907697
3107	8.596874994
3108	8.596831911
3109	8.596777123
3110	8.596722979
3111	8.596672622
3112	8.596625903
3113	8.596581366
3114	8.596524407
3115	8.596482766
3116	8.596404921
3117	8.596359498
3118	8.596312902
3119	8.596282313
3120	8.596230966
3121	8.596184552
3122	8.59613076
3123	8.596057936
3124	8.595983419
3125	8.595959596
3126	8.595911639
3127	8.595824175
3128	8.59578512
3129	8.595729971
3130	8.595656867
3131	8.595588657
3132	8.595529607
3133	8.595485538
3134	8.595426565
3135	8.595364356
3136	8.595298967
3137	8.595243603
3138	8.595187634
3139	8.595132271
3140	8.595072456
3141	8.59502333
3142	8.59496619
3143	8.59490741
3144	8.594852862
3145	8.594783967
3146	8.594718999
3147	8.594654865
3148	8.594593931
3149	8.594537957
3150	8.59447068
3151	8.594415756
3152	8.594356371
3153	8.594304917
3154	8.59426661
3155	8.594214964
3156	8.594165891
3157	8.594106712
3158	8.594039635
3159	8.59397733
3160	8.593918309
3161	8.593879834
3162	8.593832382
3163	8.593767695
3164	8.593723735
3165	8.593661899
3166	8.593616691
3167	8.593554834
3168	8.593509519
3169	8.593463926
3170	8.593405174
3171	8.593332626
3172	8.593294512
3173	8.593252076
3174	8.593210161
3175	8.593143316
3176	8.593075216
3177	8.593023602
3178	8.592956673
3179	8.592886593
3180	8.592840507
3181	8.592782958
3182	8.592730185
3183	8.592677213
3184	8.592624055
3185	8.592573241
3186	8.592529686
3187	8.592464629
3188	8.592404134
3189	8.592352633
3190	8.592307491
3191	8.592234496
3192	8.592184743
3193	8.592116143
3194	8.59206973
3195	8.592016934
3196	8.591960223
3197	8.591927468
3198	8.591868502
3199	8.591794562
3200	8.591748027
3201	8.591710876
3202	8.59163697
3203	8.591585178
3204	8.59154448
3205	8.591476785
3206	8.591418687
3207	8.591377231
3208	8.591325703
3209	8.591284551
3210	8.591227304
3211	8.591171277
3212	8.591111699
3213	8.591073376
3214	8.591019755
3215	8.590968674
3216	8.590924753
3217	8.590841995
3218	8.590801393
