iter	RMSE
591	8.77717805
592	8.777067312
593	8.776965835
594	8.776746226
595	8.776626483
596	8.776529614
597	8.776383659
598	8.776321518
599	8.776202424
600	8.776092626
601	8.775986631
602	8.775851097
603	8.775760354
604	8.775676413
605	8.775557264
606	8.775461431
607	8.775388372
608	8.775269415
609	8.775156026
610	8.775075776
611	8.774920231
612	8.774825514
613	8.774723327
614	8.774572913
615	8.77446788
616	8.774370724
617	8.774175526
618	8.774074696
619	8.773989373
620	8.773811544
621	8.773694502
622	8.773598602
623	8.773477762
624	8.773391867
625	8.773277615
626	8.773143506
627	8.772958607
628	8.77283992
629	8.772732811
630	8.772632368
631	8.772528272
632	8.77240714
633	8.772316398
634	8.772229371
635	8.772113334
636	8.771982817
637	8.771911576
638	8.771810583
639	8.771718734
640	8.771603186
641	8.771492395
642	8.771409551
643	8.771315193
644	8.77122124
645	8.771077576
646	8.771000374
647	8.770838558
648	8.770751525
649	8.770627445
650	8.770508404
651	8.770424031
652	8.770290851
653	8.770199743
654	8.770105107
655	8.770008934
656	8.76986669
657	8.769766673
658	8.769671686
659	8.769451177
660	8.769269912
661	8.769160085
662	8.768969194
663	8.768855805
664	8.7687871
665	8.768699002
666	8.768581444
667	8.76846357
668	8.76835573
669	8.768261799
670	8.768103772
671	8.767962887
672	8.767861639
673	8.767773118
674	8.767654584
675	8.767506089
676	8.767395494
677	8.767293339
678	8.76722523
679	8.767109272
680	8.767006488
681	8.766892053
682	8.766772086
683	8.766700183
684	8.766595937
685	8.766468969
686	8.76636932
687	8.766248481
688	8.76614245
689	8.766018327
690	8.765913778
691	8.765778755
692	8.76568689
693	8.765621754
694	8.765530274
695	8.765456
696	8.765322998
697	8.765236721
698	8.765129044
699	8.765043601
700	8.764955652
701	8.764806038
702	8.764726577
703	8.764607338
704	8.764495761
705	8.764404246
706	8.764285451
707	8.764189723
708	8.764107904
709	8.76401143
710	8.763914162
711	8.763819396
712	8.76369018
713	8.763606554
714	8.763524139
715	8.763451056
716	8.763354707
717	8.763255435
718	8.76317935
719	8.763105842
720	8.762944902
721	8.762872246
722	8.762772334
723	8.762647092
724	8.762517733
725	8.762416679
726	8.762333366
727	8.762239624
728	8.762165531
729	8.762089373
730	8.761985842
731	8.761910866
732	8.761788567
733	8.761686812
734	8.761630356
735	8.761527906
736	8.761434562
737	8.761339659
738	8.761240078
739	8.761126628
740	8.761032196
741	8.760938685
742	8.76078964
743	8.760677081
744	8.760590854
745	8.76048679
746	8.760421817
747	8.760306428
748	8.760220925
749	8.760123607
750	8.760014185
751	8.759909616
752	8.759788288
753	8.759681495
754	8.759526865
755	8.759441392
756	8.75935016
757	8.759284544
758	8.759219793
759	8.759113758
760	8.758983707
761	8.758888608
762	8.758789722
763	8.758682305
764	8.758602461
765	8.758482049
766	8.758362911
767	8.758283652
768	8.758176924
769	8.758029653
770	8.757941333
771	8.757841781
772	8.757775736
773	8.757618886
774	8.757529768
775	8.757465416
776	8.757364919
777	8.757173422
778	8.756996547
779	8.756897693
780	8.756785035
781	8.756683332
782	8.756601362
783	8.756484545
784	8.756380075
785	8.756295035
786	8.756231977
787	8.756141472
788	8.756010824
789	8.755940452
790	8.755858542
791	8.755782311
792	8.755696023
793	8.75559257
794	8.755463707
795	8.75539474
796	8.755327339
797	8.755255576
798	8.755147079
799	8.755062934
800	8.75496012
801	8.754876418
802	8.754811956
803	8.754718205
804	8.754651277
805	8.754549221
806	8.754451274
807	8.754347635
808	8.754270461
809	8.754192805
810	8.754100136
811	8.753974031
812	8.75380201
813	8.753727818
814	8.753625848
815	8.753551609
816	8.753462025
817	8.753330417
818	8.753232428
819	8.753091445
820	8.753009744
821	8.752932684
822	8.752830074
823	8.752754083
824	8.752657218
825	8.752537988
826	8.752464012
827	8.752369289
828	8.75229297
829	8.752198373
830	8.752073434
831	8.752010462
832	8.75193239
833	8.75183058
834	8.751751225
835	8.751652169
836	8.751573805
837	8.751485689
838	8.751353832
839	8.751278126
840	8.751191521
841	8.751100161
842	8.751028083
843	8.750921199
844	8.750768006
845	8.750645698
846	8.750513683
847	8.750389851
848	8.750254136
849	8.750146248
850	8.750065362
851	8.749984065
852	8.749911067
853	8.749838334
854	8.749756802
855	8.7496491
856	8.749545827
857	8.749382555
858	8.749262767
859	8.749187047
860	8.749054965
861	8.748878052
862	8.748747881
863	8.748674682
864	8.748530671
865	8.748438605
866	8.748360415
867	8.748235364
868	8.748141054
869	8.748022961
870	8.747944292
871	8.747870351
872	8.747775989
873	8.747660109
874	8.747576335
875	8.747462052
876	8.747374673
877	8.747289785
878	8.747199006
879	8.747099737
880	8.746999972
881	8.746923256
882	8.746849425
883	8.746721828
884	8.746587599
885	8.746531036
886	8.746436423
887	8.746378037
888	8.74630509
889	8.746226907
890	8.746136302
891	8.746054197
892	8.745957616
893	8.745879641
894	8.745800274
895	8.745652143
896	8.745567774
897	8.745456312
898	8.745364844
899	8.745295659
900	8.745163835
901	8.745044577
902	8.744932385
903	8.74485269
904	8.744735278
905	8.744628491
906	8.744579702
907	8.744470652
908	8.744346668
909	8.744266111
910	8.744153052
911	8.744033147
912	8.743888985
913	8.743797652
914	8.743744646
915	8.743659798
916	8.743569936
917	8.743503267
918	8.743424714
919	8.743350595
920	8.743213925
921	8.743090505
922	8.743022864
923	8.742937761
924	8.742867872
925	8.742789961
926	8.74270337
927	8.74262398
928	8.742559357
929	8.742462527
930	8.742366367
931	8.74227303
932	8.742185302
933	8.742109324
934	8.742014213
935	8.741912441
936	8.741834157
937	8.741736164
938	8.741648409
939	8.741586674
940	8.741511338
941	8.741409617
942	8.741335239
943	8.741247944
944	8.741151097
945	8.741095396
946	8.740990071
947	8.740888815
948	8.740812299
949	8.740689846
950	8.740623057
951	8.740549689
952	8.740480038
953	8.740399314
954	8.740318254
955	8.740229145
956	8.740138604
957	8.740020276
958	8.739947229
959	8.739811349
960	8.739739116
961	8.739662562
962	8.739571831
963	8.739467296
964	8.739363876
965	8.739271556
966	8.739218152
967	8.739080363
968	8.73900701
969	8.738888537
970	8.738822561
971	8.738739689
972	8.738661038
973	8.738580431
974	8.738471164
975	8.738405179
976	8.738303482
977	8.7381763
978	8.738100397
979	8.73795956
980	8.737835464
981	8.737770047
982	8.737677663
983	8.737607112
984	8.737526629
985	8.737432554
986	8.737322316
987	8.737215928
988	8.737125204
989	8.737034854
990	8.736960684
991	8.736900027
992	8.736798066
993	8.736687811
994	8.7365828
995	8.736494039
996	8.73639999
997	8.736317502
998	8.736238433
999	8.736122309
1000	8.736048398
1001	8.735964185
1002	8.73588887
1003	8.73580152
1004	8.735698109
1005	8.735614616
1006	8.735532658
1007	8.735429225
1008	8.735334996
1009	8.735251005
1010	8.735119921
1011	8.735001524
1012	8.734930868
1013	8.734863458
1014	8.734781764
1015	8.734683582
1016	8.734569834
1017	8.734480299
1018	8.734417453
1019	8.734349782
1020	8.734270029
1021	8.734183277
1022	8.734060378
1023	8.733975053
1024	8.733900348
1025	8.733765784
1026	8.733676729
1027	8.733593255
1028	8.733483035
1029	8.733417274
1030	8.73334373
1031	8.733273433
1032	8.733182123
1033	8.733113977
1034	8.733010688
1035	8.732929173
1036	8.732834957
1037	8.732756192
1038	8.732698562
1039	8.732621536
1040	8.732542847
1041	8.732462233
1042	8.732399425
1043	8.732340538
1044	8.7322725
1045	8.732197947
1046	8.732085157
1047	8.731969109
1048	8.73187401
1049	8.731803456
1050	8.731701425
1051	8.731625338
1052	8.73153748
1053	8.731450216
1054	8.731386385
1055	8.731282919
1056	8.731192228
1057	8.731111622
1058	8.731010057
1059	8.730931256
1060	8.730839887
1061	8.730748387
1062	8.730670354
1063	8.730576876
1064	8.730483785
1065	8.730359032
1066	8.730279706
1067	8.730208621
1068	8.730137374
1069	8.730066635
1070	8.729992831
1071	8.729893811
1072	8.729827248
1073	8.729743878
1074	8.729649116
1075	8.729581501
1076	8.729514291
1077	8.729437945
1078	8.729351708
1079	8.729258413
1080	8.729174861
1081	8.729118325
1082	8.729039653
1083	8.728961977
1084	8.728882068
1085	8.728826554
1086	8.72875127
1087	8.72865526
1088	8.728574115
1089	8.728464822
1090	8.72837799
1091	8.72829375
1092	8.728189069
1093	8.728063862
1094	8.727955652
1095	8.727851804
1096	8.727748592
1097	8.727666399
1098	8.727567025
1099	8.72749679
1100	8.727423963
1101	8.727344707
1102	8.727263013
1103	8.72718552
1104	8.727107195
1105	8.727037881
1106	8.726966569
1107	8.726888695
1108	8.726820249
1109	8.72674092
1110	8.726634558
1111	8.726537928
1112	8.72645172
1113	8.726368326
1114	8.72627846
1115	8.726177913
1116	8.726083034
1117	8.725974587
1118	8.725914775
1119	8.725849121
1120	8.725768575
1121	8.725664931
1122	8.725595613
1123	8.725504668
1124	8.725405497
1125	8.725334243
1126	8.725263464
1127	8.725174705
1128	8.72510359
1129	8.725012498
1130	8.724951173
1131	8.724885094
1132	8.724815568
1133	8.724730632
1134	8.72464893
1135	8.724571115
1136	8.724485321
1137	8.724393618
1138	8.724328246
1139	8.724259492
1140	8.724176173
1141	8.724109435
1142	8.724043472
1143	8.72395075
1144	8.723877884
1145	8.723815641
1146	8.723750055
1147	8.723681961
1148	8.723575985
1149	8.723494414
1150	8.723393662
1151	8.723325368
1152	8.723230236
1153	8.723105873
1154	8.723025478
1155	8.722953062
1156	8.722875637
1157	8.722809276
1158	8.72273956
1159	8.722670117
1160	8.722593996
1161	8.722540587
1162	8.722473966
1163	8.722401616
1164	8.722330414
1165	8.722249954
1166	8.722201378
1167	8.722077919
1168	8.722013951
1169	8.721929149
1170	8.721855341
1171	8.721744487
1172	8.721627606
1173	8.721551513
1174	8.721470559
1175	8.721384054
1176	8.721299949
1177	8.721225469
1178	8.72116705
1179	8.721053551
1180	8.72100588
1181	8.720930972
1182	8.720829076
1183	8.720765541
1184	8.720691587
1185	8.720593596
1186	8.720497558
1187	8.72041421
1188	8.720356681
1189	8.720312334
1190	8.72025374
1191	8.720145979
1192	8.720048687
1193	8.719957444
1194	8.719890582
1195	8.719796822
1196	8.719721986
1197	8.719665719
1198	8.719584098
1199	8.719515328
1200	8.719444988
1201	8.719330907
1202	8.71925586
1203	8.719166433
1204	8.719089712
1205	8.718979397
1206	8.718858534
1207	8.71877373
1208	8.7186915
1209	8.71861592
1210	8.718544137
1211	8.718470161
1212	8.718420426
1213	8.718352756
1214	8.718288083
1215	8.718214785
1216	8.718129967
1217	8.718038056
1218	8.717963459
1219	8.717881021
1220	8.717797165
1221	8.717746548
1222	8.717671463
1223	8.717582314
1224	8.717490441
1225	8.717432437
1226	8.717352486
1227	8.71724243
1228	8.717156744
1229	8.717056252
1230	8.716978644
1231	8.716883124
1232	8.716819899
1233	8.716758838
1234	8.716679619
1235	8.716601053
1236	8.716528333
1237	8.716447712
1238	8.716342496
1239	8.716252267
1240	8.716177834
1241	8.716098466
1242	8.716038068
1243	8.715962489
1244	8.715885837
1245	8.715803792
1246	8.715719809
1247	8.715648789
1248	8.715543374
1249	8.715487858
1250	8.715423641
1251	8.715342018
1252	8.715271644
1253	8.715190722
1254	8.715119151
1255	8.715018902
1256	8.714939372
1257	8.714876645
1258	8.714804734
1259	8.714715068
1260	8.714645556
1261	8.714547985
1262	8.714464325
1263	8.714373699
1264	8.714298514
1265	8.714210121
1266	8.714144062
1267	8.714076742
1268	8.71399684
1269	8.713925385
1270	8.713877606
1271	8.713805451
1272	8.713746041
1273	8.713644843
1274	8.713553981
1275	8.713471008
1276	8.713418772
1277	8.713342515
1278	8.71324218
1279	8.713180062
1280	8.713122592
1281	8.713028654
1282	8.712946942
1283	8.712832318
1284	8.712770307
1285	8.712704474
1286	8.712622684
1287	8.712561766
1288	8.712465241
1289	8.712377434
1290	8.71230348
1291	8.712247139
1292	8.712175904
1293	8.712120618
1294	8.71201462
1295	8.711948418
1296	8.711882696
1297	8.711816065
1298	8.711724135
1299	8.711671975
1300	8.711599009
1301	8.711525468
1302	8.711398073
1303	8.711289092
1304	8.711201329
1305	8.711128028
1306	8.711045036
1307	8.710991223
1308	8.710894257
1309	8.710804028
1310	8.710710329
1311	8.710628365
1312	8.71053874
1313	8.71044388
1314	8.710377254
1315	8.710309991
1316	8.710236872
1317	8.710176668
1318	8.710102185
1319	8.71000682
1320	8.709914344
1321	8.709859643
1322	8.709785032
1323	8.709720083
1324	8.709661926
1325	8.709583165
1326	8.709525794
1327	8.709466996
1328	8.709361671
1329	8.70930185
1330	8.709226281
1331	8.709128544
1332	8.709045212
1333	8.708976015
1334	8.70891513
1335	8.708830482
1336	8.708763827
1337	8.708661534
1338	8.708563298
1339	8.708468714
1340	8.708387008
1341	8.708330188
1342	8.708261752
1343	8.708190485
1344	8.708128295
1345	8.708032247
1346	8.707968882
1347	8.707898264
1348	8.707841847
1349	8.707795322
1350	8.707720628
1351	8.707645028
1352	8.70758603
1353	8.707524128
1354	8.707434829
1355	8.707360423
1356	8.707291467
1357	8.707177836
1358	8.707107457
1359	8.707045321
1360	8.706972769
1361	8.706869746
1362	8.706808781
1363	8.706713285
1364	8.706635294
1365	8.706565414
1366	8.706496941
1367	8.70642754
1368	8.706348421
1369	8.706260645
1370	8.706170354
1371	8.706071895
1372	8.705987571
1373	8.705908644
1374	8.70582669
1375	8.705735514
1376	8.705686709
1377	8.705625031
1378	8.705532199
1379	8.705463385
1380	8.705404131
1381	8.705343745
1382	8.705282983
1383	8.705186587
1384	8.705119904
1385	8.705059097
1386	8.704993471
1387	8.704923533
1388	8.704863855
1389	8.704789251
1390	8.704733013
1391	8.704632686
1392	8.704570513
1393	8.70449141
1394	8.704403677
1395	8.704309505
1396	8.704261944
1397	8.704189194
1398	8.704122506
1399	8.704026808
1400	8.703969464
1401	8.703888393
1402	8.703828384
1403	8.703740231
1404	8.703668773
1405	8.703575837
1406	8.703494194
1407	8.703432542
1408	8.703375213
1409	8.703304419
1410	8.703248773
1411	8.703177599
1412	8.703110065
1413	8.703026825
1414	8.702938523
1415	8.702866692
1416	8.702780097
1417	8.702715145
1418	8.702624794
1419	8.702561823
1420	8.702465387
1421	8.702384234
1422	8.702282148
1423	8.702203352
1424	8.70210426
1425	8.702044202
1426	8.701986866
1427	8.701902414
1428	8.70181712
1429	8.701732031
1430	8.701644735
1431	8.701574889
1432	8.701507743
1433	8.701402736
1434	8.701334768
1435	8.70124943
1436	8.701178413
1437	8.70110046
1438	8.701032267
1439	8.700960627
1440	8.700862616
1441	8.700773152
1442	8.70068977
1443	8.700609133
1444	8.700547054
1445	8.700462982
1446	8.700401588
1447	8.700305729
1448	8.700219456
1449	8.700154116
1450	8.700079152
1451	8.699994538
1452	8.699908683
1453	8.699816427
1454	8.699746726
1455	8.6996709
1456	8.699602811
1457	8.699541572
1458	8.699443465
1459	8.699391275
1460	8.69932236
1461	8.699256554
1462	8.699182477
1463	8.699101639
1464	8.699039452
1465	8.698985342
1466	8.698924959
1467	8.698833237
1468	8.698738309
1469	8.698665748
1470	8.698602901
1471	8.6985183
1472	8.698429397
1473	8.698367714
1474	8.698307123
1475	8.698232866
1476	8.698148617
1477	8.698087617
1478	8.698011375
1479	8.697940936
1480	8.697849742
1481	8.697783617
1482	8.6976954
1483	8.69764675
1484	8.69758063
1485	8.697505156
1486	8.697432974
1487	8.697374651
1488	8.697304427
1489	8.697229276
1490	8.697125089
1491	8.697072529
1492	8.697011057
1493	8.696947305
1494	8.696859819
1495	8.696779114
1496	8.696701722
1497	8.69660987
1498	8.696530247
1499	8.696437739
1500	8.696341407
1501	8.696277384
1502	8.696201867
1503	8.696151458
1504	8.696073859
1505	8.695993668
1506	8.695939767
1507	8.695846666
1508	8.69577882
1509	8.695696765
1510	8.69562555
1511	8.695559987
1512	8.695506065
1513	8.695436893
1514	8.695377605
1515	8.69530646
1516	8.695236423
1517	8.695180457
1518	8.695104299
1519	8.695043529
1520	8.694999612
1521	8.694937352
1522	8.694849642
1523	8.694783062
1524	8.694718897
1525	8.694666501
1526	8.694614237
1527	8.694507269
1528	8.694471457
1529	8.694389991
1530	8.694317161
1531	8.694239929
1532	8.694165393
1533	8.694108006
1534	8.694047065
1535	8.693988068
1536	8.69392154
1537	8.693851183
1538	8.693793556
1539	8.693718684
1540	8.693630925
1541	8.693551148
1542	8.693484243
1543	8.693388143
1544	8.693324503
1545	8.693254203
1546	8.693186696
1547	8.693115452
1548	8.693033764
1549	8.692972231
1550	8.692904746
1551	8.692838276
1552	8.692766438
1553	8.692684322
1554	8.692632817
1555	8.692562037
1556	8.692502987
1557	8.692442698
1558	8.692396839
1559	8.692336401
1560	8.692267216
1561	8.692195214
1562	8.692119617
1563	8.692063726
1564	8.691995352
1565	8.69191985
1566	8.691869064
1567	8.691789618
1568	8.69168826
1569	8.691641476
1570	8.691559501
1571	8.691501676
1572	8.691425264
1573	8.691360252
1574	8.691276018
1575	8.691190454
1576	8.691134826
1577	8.691066191
1578	8.690980605
1579	8.690908111
1580	8.690848382
1581	8.690765318
1582	8.690700099
1583	8.690631425
1584	8.690560022
1585	8.690475293
1586	8.690414145
1587	8.690336678
1588	8.690264511
1589	8.69020227
1590	8.69012506
1591	8.690054505
1592	8.689973636
1593	8.68991163
1594	8.689825137
1595	8.689774655
1596	8.689707693
1597	8.689640982
1598	8.689566609
1599	8.689492151
1600	8.689388236
1601	8.689310499
1602	8.689244079
1603	8.689185786
1604	8.689117475
1605	8.689067797
1606	8.688990528
1607	8.688907325
1608	8.688861164
1609	8.688790699
1610	8.68871491
1611	8.688655273
1612	8.688592109
1613	8.688521595
1614	8.688474414
1615	8.688415578
1616	8.688343725
1617	8.688262928
1618	8.688201285
1619	8.688130438
1620	8.688036062
1621	8.687978697
1622	8.687903755
1623	8.687844316
1624	8.68777154
1625	8.687702976
1626	8.687626467
1627	8.687530104
1628	8.687460255
1629	8.687387079
1630	8.687318852
1631	8.68722986
1632	8.68715515
1633	8.687081356
1634	8.687020396
1635	8.686961528
1636	8.686901349
1637	8.686815921
1638	8.686759757
1639	8.686688752
1640	8.686635025
1641	8.68657995
1642	8.686508744
1643	8.686441449
1644	8.686379755
1645	8.686310544
1646	8.68624468
1647	8.686161415
1648	8.686102031
1649	8.686034236
1650	8.685938491
1651	8.685876077
1652	8.685796477
1653	8.685726833
1654	8.685670544
1655	8.685610418
1656	8.685537124
1657	8.685487134
1658	8.685432555
1659	8.685346162
1660	8.685256653
1661	8.685199241
1662	8.685130973
1663	8.685052002
1664	8.684961696
